exp_id,ix,condition,task_duration,age,sex,report_a,coded_a,report_b,coded_b
1,158,combine,568290,28,male,It multiplies by the amount of stripes present,mult,The eggs with the dots decrease the sticks,complex
1,159,decon,880831,23,female,WHEN THE EGG HAS ONE STRIPE IT CAUSES THE STICKS TO DISAPPEAR ALL TOGETHER WHEN THERE IS TWO STRIPES THE STICKS STAY THE SAME AND WHEN THERE IS THREE STRIPES IT REMOVES ONE STICK,complex,THE FOURTH EGG CAUSES THE STICKS TO STAY THE SAME AMOUNT. THE FIFTH EGG CAUSES THE STICKS TO MULTIPLY BY TWO AND THE SIXTH EGG CAUSES THE STICKS TO LOSE TWO.,complex
1,160,decon,321599,18,female,Equal amount of sticks and spots cause no change. More sticks than spots cause the length to increase and less sticks than spots cause the length to decrease.,complex,the amount of sticks determines how much the length increases by eg if there are three sticks the length will multiply by three.,mult
1,161,decon,660765,31,female,3 dots means the sticks disappear 2 dots means 2 sticks 1 dot means add another stick.,complex,Times the number of stripes by the number of sticks to get the number of sticks when they touch.,mult
1,162,decon,691198,21,female,If there are 2 more sticks than there are dots this adds 1 segment to the stick. If the stick to dot ratio is the same the stick stays the same length and if there are more dots than sticks the stick gets shorter,complex,The amount of blocks after merging is the amount of blocks to start with multiplied by the amount of sticks,mult
1,163,decon,599489,32,male,It appears that the dots make the sticks shorter 3 dots made 3 segments of stick disappear the lines seem to make sticks longer but they are weaker two lines could only increase one segment of stick so a line may increase half a segment? This works on the assumption that the dots and lines cancel each other out since in second example two dots and two lines made no change to stick,complex,A line increases a stick by half a segment if it is an odd number of lines and a full segment if it is an even number of lines. A dot cancels out a line and a line cancels out a dot a dot decreases a stick by a full segment,complex
1,164,decon,485079,28,female,The amount of lines touching 1 dot will equal the amount of segments in the stick i.e. if a dot is touching 2 lines then the stick will be made of 2 segments If multiple dots are touching a line the stick reduces to 0 segments ,complex,times the original segment by the number of lines and minus a segment for each dot,mult
1,165,decon,958927,20,female,How many dots lie on top of a line,complex,The lines multiplied by the number of segments on the stick minus the number of dots,mult
1,166,construct,719281,53,female,The number of sticks in the egg has to be larger than the number of segments. ,complex,I now think that sticks in the eggs mean addition but that dots in the eggs mean subtraction of the number of segments,complex
1,167,combine,374574,19,male,the number of lines on the egg causes the degree of how long the stick grows (i.e: 2 lines doubles the length 3 lines triple 1 does nothing or multiplies by 1),mult,The dots on a egg will decrese the length of a branch by 1 unit and then after that the number of lines will be what the length is multiplied by as shown in the first description (1 line multiply by 1 2 lines multiply by 2,complex
1,168,construct,771155,41,male,over 1 stick doubles the length,uncertain,no matter the sticks 1 dot doubles 2 dots do nothing 3 or more remove the length,complex
1,169,decon,448143,41,female,3 dots makes the line shorter 2 dots leaves the line the same lengh 1 dot increases the line ,complex,1 line on the egg makes the stick stay the same 2 lines doubles the lengh 3 lines adds 2 to the lengh,complex
1,170,construct,306130,30,female,One stick keeps it all the same 2 or more sticks add on 2 blocks,add_2,1 stick with any amount of eggs will take away the blocks 2 sticks with any eggs will do nothing and any more will add,complex
1,171,decon,1575358,33,male,The number of dots on the eggs vs the number of lines on the eggs determines what will happen to the length of the stick.   If the dots outnumber the lines on the egg then the stick will lose however many dots are on the egg.  If the lines outnumber the dots on the egg then the stick will gain however many dots are on the egg.  If both match then nothing happens to the stick.,complex,If the lines on the egg are equal to or greater than the segments of the stick then the stick will gain two segments.,add_2
1,172,construct,510647,31,female,My approximate guess is that the number of sticks equals the amount the length of the stick is times by. ie. 1block + 3 sticks = 3 blocks,mult,If the magic egg is touching the stick it is multiplied if its not touching it counts against it.,uncertain
1,173,decon,685545,35,female,Equal dots and lines leave the sticks unchanged. More lines than dots adds sticks. More dots than lines removes sticks.,complex,Multiply the number of lines by sticks and that is how many sticks. Then subtract the amount of dots. That is your final answer of how many sticks,mult
1,174,decon,511389,32,female,If there are more dots than lines the stick will reduce. If the number of dots and lines are the same the stick will stay the same. If the number of dots is less than the number of lines the stick will increase,complex,If there is one line the stick stays the same. If there are two lines the stick doubles. If there are three lines the stick triples.,mult
1,175,combine,743390,27,female,Not sure at all. Odd  even numbered lines in the eggs might have something to do with the way the sticks change. ,complex,How ever many dots there are within the egg you would subtract the same number of sticks after the egg hits it.,subtraction
1,176,construct,458589,27,female,An egg with more than 1 stripe adds 2 blocks.,add_2,the dots make the line shorter by their number and the lines increase the ladder when above 1.,complex
1,177,decon,2009059,22,female,However many lines and dots there are affects the outcome. A magic egg with the same amount of lines and dots as the sticks does not add or subtract. a magic egg that has a dot with more lines than sticks adds the same amount (as the number of dots) onto the stick. A magic egg with less lines the the stick and more dots subtracts the same amount of sticks equal to however many dots there are.,complex,If the number of lines in the magic egg are less than the stick then the stick will stay the same. If the number of lines in the magic egg are the same as the stick then the stick number is doubled. If the number of lines in the magic egg are more than the stick then more is added to the stick so that the lines and stick are the same amount.,complex
1,178,construct,640503,31,female,That two or more lines on the eggs makes the sticks longer by 2 sections,add_2,Two or more lines on the eggs makes the sticks add two to their length but only if there is one spot on them.,complex
1,179,combine,512747,27,female,I think the number of lines corresponds to the percentage of stick length there will be. Each line is worth 100. So one line means 100 of the three sticks meaning it doesnt change. Secondly two lines mean 200 so the two sticks double to four. Lastly three lines mean 300 so one stick triples to three.,complex,I still think the lines on the eggs mean the amount the sticks are increasing but with one line the sticks remain the same by showing 100 of what was there. The dots subtract one block for each dot.,subtraction
1,180,decon,587842,22,male,The number of black dots determines the number of segments. In this case the sticks seem to be irrellevant in determining how many segments there will be,uncertain,The number of sticks are used as a multiplier for the number of initial segments. If there are 2 initial segments 2 multiplied by 2 sticks is 4 total segments as a result. Furthermore 1 initial segment multiplied by 3 sticks is 3 total segments as a result.,mult
1,181,combine,435836,42,female,The number of stripes correlates to how many times the original number of segments multiplies by.,mult,The stripe does not appear to have any effect but the spots correlate to how many segments are taken away.,subtraction
1,182,decon,388593,29,male,The number of dot extends the length of the stick by the number of dots. This is true in all three tests. ,uncertain,my guess is wrong I am now confused,uncertain
1,183,decon,570674,36,male,I currently dont understand the relationship between the spots lines and the lenght change,uncertain,Is the relationship stick will time lenght 3 unless their are magic eggs then they will reduce the times by 1 for each magic egg.,uncertain
1,184,decon,703851,41,female,More lines than dots increases the length of the stick.,complex,Even numbers of lines double the length of the sticks.,complex
1,185,combine,466395,24,female,The number of segments on the original stick multiplied by the number of stripes on the egg gives you the new number of segments (1x3=3 2x2=4 3x1=3),mult,Number of segments multiplied by number of lines minus number of spots.,ground_truth
1,186,decon,615685,21,female,one stripe = delete as many dots from the sticks  two stripe= sticks equal as many dots  three stripe=add as many dots to the stripes  ,complex,Times the sticks by the number of dashes subtract the amount of dots,mult
1,187,combine,308017,29,female,That the magic eggs have to have more than 1 line in order to add more blocks when they touch.,complex,I think that the lines add block and the black spots remove blocks based on how many spots there are.,subtraction
1,188,construct,593340,32,female,The amount of lines on the egg indicate the multiplication of the stick segments. 1 is 1 x 3 (one line on the egg x 3 segments of the stick) 2 is 2 x 2 and 3 is 3 x 1,mult,So the lines indicate multiplication and the dots indicate subtraction.,ground_truth
1,189,decon,693665,38,male,There needs to be more sticks than dots on the eggs for the stick to grow.  the same amount of dotssticks mean no growth or shrink more dots than sticks on the egg cause the stick to reduce in length,complex,number of blocks in stick multiplied by how many sticks on egg minus how many dots on egg!,mult
1,190,construct,420800,34,female,1 line has no change on the sticks. 2 lines add 2 sticks 3 lines add 2 sticks,add_2,more that one line adds 2 sticks each dot takes away a stick,add_2
1,191,combine,468630,25,male,1 stripe doesnt change the lenght 2 stripes add 2 segments and 3 stripes always create 3 segments,complex,The balls reduce the lenght of 1 for each ball,subtraction
1,192,decon,630730,26,female,The first egg made 3 segments of the stick disappear this had one line and 3 dots. The second egg didnt make a change and it had two lines and two dots. The third egg made the stick longer by one segment and it had one dot and three lines. I think that the number of dots if the egg has an odd number of lines corresponds to the change that will happen to the stick. So for example if there is one line and one dot then the stick will lose one segment. If there are three lines and two dots then the stick will increase by two segments. It doesnt matter how many dots are on an egg if there are two lines on it but Im not sure about this part. The sticks segments dots and lines were all the same so that might be an exception. ,complex,I think it is that the number of lines on the egg is a multiplication and then the number of dots is a subtraction. So the original number of segments gets multiplied by the number of lines and then you have to minus the number of dots from that number and that equals what the overall number of segments will be.,mult
2,195,construct,385703,27,female,If the magic egg has more than 1 spot it always adds 2 segments to the line,add_2,The stripes take away the corresponding amount of segments but if there is more than one 1 they still add 2,add_2
2,196,decon,357054,29,female,If the number of spots and stripes are the same it doesnt change the stick,complex,No stripes adds blocks,uncertain
2,197,combine,500417,31,female,The number of dots determines how many blocks there are on the stick. For example 1 dot on the egg adds 1 block to the stick. Therefore I think the number of dots determines how much the stick grows by.,uncertain,The stripes take away the number of blocks in the stick. I thought of this initially but didnt stick with that prediction but it looks like my initial prediction of the stripes reducing the number of blocks was correct. And the dots add blocks to the stick,complex
2,198,decon,868199,38,female,If there are more stripes than dots the stick is reduced in length. If there are equal stripes and dots then the stick stays the same. If there are more dots than stripes the stick increases in length. ,complex,The magic egg multiplies the number of segments by the number of dots on the egg.,mult
2,199,decon,467792,37,female,1 dot vanish by amount of stripes 3 dots grow by amount of stripes. 2 dots stay the same?(not sure),complex,if stripes present:  1 dot- vanish by amount of stripes 2 dots stay same 3 dots- add number of stripes 4 dots not sure  if only dots- multiple number of dots equals stick length.,complex
2,200,combine,422556,23,female,at least two dots in the egg to increase stick length by two segments maximum increase in stick length is two segments with dots in the egg only. one dot in the egg has no impact on the stick. ,add_2,at least two dots in the egg increase stick length by two. for each line in the egg the stick length is reduced by one. this is combined with the number of dots in the egg e.g. if the stick length is 3 the egg has two dots and two lines in it afterwards the stick length will be 3.,add_2
2,201,decon,309635,23,female,I dont see a correlation,uncertain,the number of dots is multiplied by the number of segments in the stick,mult
2,202,combine,334741,36,female,more eggs more chance of exteding stipes. no effect on first one,complex,the lines appear to decrease the blocks where the eggs seemed to increase,complex
2,203,combine,394607,32,female,Im not sure but perhaps odd numbers result in 3 segments whereas even numbers either double or result in 4 segments,complex,the number of lines decreases the length of the stick by one segment per line,subtraction
2,204,construct,1211071,29,female,The number of stick segments increases when it is multiplied by the number or spots on the egg.   So for the first egg there was only 1 spot and 3 stick segments - 1x3=3 sticks second egg 2 spots and 2 segments - 2x2=4 stick segments  third egg - 3 spots and 1 segment - 3x1=3 segments,mult,So the spots still multiply the original stick segments. e.g. 1 spot x 2 stick segments= 2 stick segments  However the stripes on the eggs deducts.  First you multiply the sticks by the spots on the egg. Then take away the the same number of stick segments to the same number of stripes on the egg.   For example   in exampletest 6 there is 1 stripe 3 spots and 1 stick segment therefore:  3 (spots) x 1(segment) = 3 segments  3 (segments) - 1 (stripe) = 2 segments,ground_truth
2,205,construct,663431,39,female,The number of stick segments are multiplied by the number of dots on the egg. eg in the first 1 dot x 3 = 3 segments 2 dots x 2 = 4 segments and finally 3 dots x 1 = 3 segments,mult,First the segments are multiplied by the number of dots then the number of stripes are subtracted. Eg 3 segments x 1 = 3 the subtract 3 stripes = 0.,ground_truth
2,206,combine,406169,39,female,If it has one dot it has no effect.  If it had two dots the number of sticks doubled.  If it had 3 dots the number of sticks increased by 2.  At no point did he stick length increase with 1-3 dots in the eggs.,complex,The number of stripes tells you how many sticks will be removed.  one stripe removed one stick 2 stripes removed 2 sticks and 3 stripes removed 3 sticks.,subtraction
2,207,decon,266288,25,male,If there are an unequal amount of spots and striped in the egg the stick decreases in length.,complex,Im unsure I cant see a pattern.,uncertain
2,208,decon,850685,32,male,I think that the balance of stripes to dots indicates the state change with equal being no change stripes > dots decrease and dots > stripes increase. I think the magnitude is indicated by the stripes. I also wish I was paying attention to the instruction page test as I can remember the initial stick length....,complex,Well that changes things. I am now at a loss for what the relationship is. my best guess would be that dots increase and strips decrease. with dots being a increase of dots2 rounded. and stripes. wait. possibly different rules for odd and even?,complex
2,209,construct,639185,70,female,Number of dots matter. 1 dot.....x1 ie length stays the same 2 dots...x2 ie length doubles 3 dots...x3 ie length triples,mult,Depends where dots are in relation to stripes,complex
2,210,construct,733156,46,female,one dot= no change two dots= double or +2 three dots= turns to 3,complex,I truly dont have any idea,uncertain
2,211,construct,327685,34,female,I spot stay the same  2 spots double  3 spots increase to 3,complex,Lines remove number of lines based on spot guesses,complex
2,212,combine,361188,20,male,The amount of dots the egg has multiples the number of segments the stick has. So 2 dots multiples the segments by 2,mult,The dots on the egg do nothing. however each line removes one segment from the stick. So 2 lines will remove 2 segments 4 lines would remove 4.,subtraction
2,213,decon,542114,36,male,If there are more lines than dots the line segments all go away. If the number of lines is the same as the number of dots the number of line segments stays the same. If there are more dots than lines the number of line segments is reduced by one. But its obviously underspecified. There could be several explanations.,complex,Multiply by number of dots; subtract number of lines. But its still underspecified. There could be multiple explanations; this is just a more obvious one.,ground_truth
2,214,decon,873034,39,female,The number of lines affects how many of the blocks either added subtracted or remain as is. The number of dots affects whether any blocks are added or subtracted or whether they remain as is.,complex,Whether any blocks are added or not depends upon whether the dots in the magic egg are touching the edge or not. Dots touching the edge add extra blocks.,complex
2,215,decon,730282,49,female,I have 2 hypotheses - one focused on lines on the egg and the other on dots on the egg. 3 lines or one dot = the stick shortensdisappears 2 lines or 2 dots = no change to the stick 1 line or 3 dots = the stick lengthens,complex,Okay so now Im guessing that its the dots on the egg which are important not the lines but I really dont know what the causal relationship is. I cant see a pattern at all.,uncertain
2,216,decon,165718,20,male,If the number of dots is higher than the sticks it increases the amount of sticks. If equal nothing happens if less all sticks are lost.,complex,No sticks means nothing is taken away more dots add.,complex
2,217,combine,559651,31,female,The length of the stick is multiplied by the number of dots i.e. 2 dots and the stick doubles in length 3 dots and the stick triples in length.,mult,Dots multiple the length of the stick by the number of dots i.e. 1 dot = 1 times 2 dots doubles the length of the stick etc. The stripes minus a block form the stick i.e. 3 stripes minus three blocks from the length of the stick. Calculate effect of dots first then the stripes.,ground_truth
2,218,construct,1022244,28,female,The number of spots on the egg determines how much the stick will multiply by. 1 spot = x1 2 spots= x2 3 spots= x3,mult,I have absolutely no idea baffled,uncertain
2,219,decon,401469,23,male,the amount of egg and sticks show that another block will be added ,complex,it seems it only doubles even amounts off eggs while an odd number of eggs is multiplied by one,complex
2,220,decon,431066,25,female,The number of lines and placement of the spot within the eggs determine what happens to the sticks,complex,the spots in the egg determine the number of times you should multiply the stick so one dot means one stick because 1x1=1,mult
2,221,combine,462039,43,female,final length of the stick is the number of dots on the egg multiplied by the number of sections in the original stick,mult,The number of blocks in the stick is multiplied by the number of dots on the egg then the total number of stripes is taken away from that to give the final length.,ground_truth
2,222,construct,468080,37,female,multiply number of dots by number of stick segments.  so if 2 stick segments meet 3 dots becomes 6 stick segments,mult,Again number of dots multiplies number of stick segments.  But number of lines within the egg decreases numerically number of stick segments,ground_truth
2,223,decon,600406,26,female,When there are more dots the length of the lines increase. When dots are equal to lines the boxes do not change,complex,The amount of dots in the egg determine how the boxes change. It doesnt matter how many dots but as long as they are more than 1 the length changes,complex
2,224,construct,758612,50,female,new number of stripes = number of dots * number of stripes,mult,new line stripes = number of line stripes * number of dots in ball - number of stripes in ball,ground_truth
2,225,construct,242824,48,male,More dots mean longer sticks,complex,Lines shorten sticks,complex
2,226,combine,422373,23,male,The number of stick segments is multiplied by the number of spots on the egg.,mult,The number of stick segments is multiplied by the number of spots on the egg. Then a segment is deducted for each stripe on the egg.,ground_truth
2,227,construct,629201,29,female,The first egg with the one small dot added one block. The second egg with two dots doubled in blocks and the third egg with three dots added one block to two to make three.,complex,On number four the egg with three stripes removed the number of blocks the egg has because theres one dot making it an odd number. Number 5 there are two stripes which leaves the two blocks remaining. On number six the three dots the red stripe through the one dot indicates only two dots remaining meaning only two blocks.,complex
2,228,construct,436171,23,female,If the number of dots is even or more than the number of sticks +2 are added ,complex,If the dots in the egg are even or more than the sticks then +2 is added. The number of stripes in the egg you subtract from the number of sticks (after adding for the dots),complex
2,229,decon,695007,39,female,the number of lines in the egg equates to the length of the stick however when there is only one line the spots have some mathematical benefit not sure what yet though,complex,1 spot=3 2 spots = 4 3 spots =3,complex
2,230,decon,675750,43,female,If there are more stripes than dots the stick disappears.  If the dots  stripes are equal there is no change. If there are more dots than stripes the stick grows by 1,complex,If the dots are more than the segments of the stick the stick increases by the difference,complex
2,231,decon,381605,18,male,I think the number of spots determine whether or not to increase the length of not. if there are more spots than bars then it increases if its the same than it stays the same if there are less spots than bars it all the bars disappear.,complex,I think the number of eggs still determine whether or not the bars increase but I think the bars only decrease somehow if there are bars on the screen,complex
2,232,combine,258558,30,female,One dot has no effect but 2+ dots increases the length of the stick by 2 segments,add_2,The stripes act as a subtractor. The number of segments decreases by the number of stripes (1 stripe = 1 segment lost 2 stripes = 2 segments lost etc.).,subtraction
2,233,decon,337495,34,female,If a egg is not touching a stick it gains a bar,complex,each extra egg get a now block but not counting the first one,complex
2,234,combine,604907,41,female,The amount of dots increases the length to the number of dots multiplied by the original length,mult,The egg changes the length by multiplying the original length by the number of dots and then subtracting the number of lines.,ground_truth
2,235,construct,649216,48,female,Its completely random. ,uncertain,I believe that there is no significance in the lines or dots.  I think it is random.,uncertain
2,236,combine,536738,42,female,The number of dots multplies the number of blocks in the stick. Eg 2 dots caused the number of the blocks in the stick to be multiplied by 2.,mult,The effect of the stripe overrides the effect of the dot. Therefore if there is a stripe and a dot only the stripe will affect the length of the stick. Each stripe reduces the number of blocks in a stick by 1.,subtraction
2,237,combine,639014,59,female,odd and even matter,complex,dots multiplied by number of sticks then take away number of red bars,ground_truth
2,238,construct,517148,37,female,The number of spots correlates with how many times the segments increase in size. So 1 spot is the same (x1) 2 spots double the segments (or x2) and 3 spots triple the segments (or x3),mult,So the number of spots is the number you multiply the before segment by and the stripes are minus so the amount of segments you take off So 3 (before segments) x 2 (number of spots) - 1 (number of stripes) = 5,ground_truth
2,239,decon,405806,37,female,It seems to be the difference in the amount of eggs versus sticks that changes the amount of segments,complex,Now I am starting to think that the placement of the eggs has an affect on the amount of segments,complex
2,240,construct,506554,29,male,Greater than 2 dots has an effect on the length of the sticks.,complex,stripes and dots matching result in the same amount being taken away. Stripes overrule dots so if more stripes are present then that amount if taken away. More dots on the egg and the number is added.,complex
2,241,decon,363456,38,male,when dots outnumber the lines the sticks grow and vice-versa,complex,if the number of dots is less than size of the stick nothing happens. if its equal or greater it grows by 2,add_2
2,242,decon,329271,27,male,Three lines and one dot removes stick Two lines and two dots keeps the same One line and three balls increases by one,complex,One keeps the sticks the same and each ball added from that point increases the stick,complex
2,243,decon,767868,26,female,More stripes and less dots equal decrease in stick segments. Less stripes and more dots equal increase in segments. Equal dots and stripes equal no change in segments.,complex,The number of dots is multiplied by number of segments and gives the change in segments (ie. 1x3=3 2x2=4 etc.),mult
2,244,construct,732426,29,female,The magic eggs increase or decrease the number of sticks.,complex,Eggs that touch the stick dont have an effect on the outcome.,uncertain
2,245,construct,851300,25,other,if there are less spots than the number of segments in the tick nothing happens if there are equal it doubles if there are more spots than stick segments it increases the stick length to have the same number of segments as the number of spots.,complex,the number of spots is multiplied by the number of stick segments e.g. 1 spot x 3 segments = 3 segments 2 spots x 2 segments = 4 segments but each stripe removes a segment from the stick so 3 stripes = lose 3 segments from stick,ground_truth
2,246,decon,219121,28,male,Lines remove sticks balls add sticks and they cancel each other out if they are both the same value.,complex,The amount of balls is the multiplication of the original stick,mult
2,247,decon,834326,19,female,the number of lines equates to the number of segments removed from the stick and a dot that is only touching one line will equate to the number of segments added but if a dot is touching two lines or fully on one then it will do nothing ,complex,The number of lines equates to the number of stick segments removed the dots add segments to the stick unless there is only one dot then it does nothing. if there are two or more dots it adds two segments to the stick,add_2
2,248,combine,379868,21,female,if the dot is on the top right corner (as in the first example and the third) it doesnt affect the stick length. if the dot is elsewhere the number of dots in the egg is added to the stick in length. ,complex,the number of lines = how many blocks of the stick are removed. the dots do not matter when there are lines.,subtraction
2,249,decon,357625,31,female,MORE SPOTS ON THE EGG MAKES THE STICK LONGER,complex,IT TAKES 2 OR MORE SPOTS FOR THE STICK TO GROW,complex
2,250,combine,473010,24,female,The number of dots on the egg is the multiplier and will multiply the number of segements by itself for example one egg dot hitting three sticks is 1x3=3 ,mult,The spots perform a multiplication as previously described then the stripes subtract their value from that total. For example 3 dots and 2 stripes hitting 3 sitcks would be 3x3=9-2=7. I cannot be 100 certain that the multiplication effect still happens or if it is overridden by the stripes as all the test examples only had a multiplication factor of 1 which makes the value stay the same and then the stripe effect happens.,ground_truth
2,251,construct,448528,39,male,The number of spots in the upper half of the egg (the egg is split from left to right) are added,complex,Still the same theory that upper half of the egg (split left to right) spots in the upper half that are not touching a line will increase the stick length,complex
2,252,combine,353570,30,female,it adds 2 sticks each time even if there are more than 2 eggs,add_2,it takes it away depending where the egg is placed,complex
2,253,combine,835306,55,female,Two dots equal double. Three dots equal triple. Both lengthen the sticks,mult,Each dot equals multiply each stripe equals minus,ground_truth
2,254,combine,485136,36,female,1 dot no change 2 dots up by 2 3 dots up by 2,add_2,Lines in the egges make segments in the stick disappear,complex
2,255,combine,464115,32,female,That the number of segments before the test is multiplied by the number of dots on the egg. ,mult,I think the number of segments before are multiplied by the number of dots on the egg. I think the number of lines on the egg is then subtracted.,ground_truth
2,256,combine,406522,20,female,I think it is only capable of adding an additional 2 spaces onto the stick given there are 2 or more dots present on the egg. ,add_2,The number of lines on the egg will subtract that amount of spaces from the stick.,subtraction
2,257,decon,736040,40,female,If there is one dot all pieces are removed. If there are two dots they stay the same. If there are three dots there is one extra piece.,complex,Multiplies the existing pieces by the number of dots.,mult
2,258,construct,558449,42,female,The more eggs the greater the impact on the length.,complex,The eggs increase the length the sticks reduce the length,complex
2,259,combine,187790,23,male,Dots more than one add a length of two to the stick.,add_2,Dots more than one add two length. Lines take away 1 length per line.,add_2
2,260,construct,599728,24,female,Its a multiplier e.g. 3 x 1 = 3 and 2 x 2 = 4,mult,Not sure.,uncertain
2,261,decon,331240,27,female,If the egg has a line on the outside this removes the stick  If it has a spot on the line nothing will happen  If its a spot on the outline this increases the stick,complex,The location of the spots changes how many segments are added or not,complex
2,262,combine,379539,34,female,If ther is more than one spot the length of the stick increases by 2,add_2,If there is more than one spot the sticks increase by 2 segments if there are stripes on an egg the sticks decrease by the number of stripes,add_2
2,263,decon,721357,48,female,1 dot removes all lines  2 dots keeps the lines theh same 3 dots doubles the lines,complex,1 dot the lines stay the same 2 dots doubles 3 dots triples,mult
2,264,combine,310260,32,female,An egg with more than 1 dot increases the stick by 2,add_2,The 1 dot doesnt make a difference but the red line decreases the stick by 1 2 red lines decreses the stick by 2 and 3 red lines decreases the stick by 3.,subtraction
2,265,decon,572546,40,female,I think that the more stripes make the stick decrease in size and more spots make it increase,complex,You multiply the dots by the sticks and the stick grows to that length,mult
2,266,decon,356153,37,female,the more dots the bigger the lines,complex,dots show how big the lone is,complex
2,267,construct,292592,23,male,the number of dots equals to number of sticks added ,complex,one line takes away one stick,subtraction
2,268,combine,740303,26,female,Having a spot which touches the edge of the circleegg seems to matter for adding segments to the stick. The total number of spots does not necessarily correspond to the number of segments added. It might be that the number of spots touching the edge plus the number of spots in the centre of the egg is the number of added segments (it appears in the 3rd test that only one spot is touching the edge).,complex,Having a spot touching the edge seems to matter for adding segments. The number of stripes on the egg seems to subtract that same number of segments regardless of whether a spot is touching a stripe.,complex
2,269,decon,626151,45,female,How many sticks,uncertain,Multiplication of dots,mult
2,270,construct,491626,23,female,So the dots equal numbers and the segments are numbers and the circles dots are multiplies by the first about of segmentsnumbers which results in the lengthening or shortening. Basically multiply the amount of dots by the amount of segments.,mult,The dots are multiplies by the amount of segments then minused by the amount of stripes,ground_truth
2,271,decon,347214,38,female,No idea,uncertain,Number of segments multiplies by number of dots.,mult
2,272,construct,476963,40,female,the magic eggs multiply,mult,sticks arent important,uncertain
2,273,construct,578616,24,female,The number of spots on the egg is the multiplier for the stick length. For example 1 spot changes nothing 2 spots doubles the length 3 spots triple the length etc.,mult,The number of spots is a multiplier and the number of stripes is a subtractor. If l is the length of the stick p is  of spots and t is  of stripes the new length of the stick = lp-t,ground_truth
2,274,decon,1479880,44,female,Stumped. Doesnt matter if the dot is touching the line.,uncertain,Multiply the green blocks by the number of dots to get the new number of blocks,mult
2,275,decon,1473754,22,male,the  number of stripes relates to the the number of segments that will change. the number of dots controls if segments are added or removed depending on the number of dots reletive to the already existing segments so if theres more dots than segments at the start segments equal to the number of stripes will be added and if theres less than the existing segments you remove segments equal to the number of stripes. if equal there is no change.,complex,i dont think theres an actual rule i think the segment assignments are random.,uncertain
2,276,construct,473097,48,female,eggs with 2 or more spots increased the number of sticks - if the pattern is uniform i.e. the spots were in a straight line it produced more sticks,complex,when the eggs have two or more dots the numbers of sticks changes otherwise it stays the same,complex
2,277,combine,290294,32,female,odd balls equal 3 lines and even 4 lines,complex,balls the right of the line is 2 left of the lines are 1 and middle are 0,complex
2,278,decon,520047,51,male,The bars in the egg match the number of segments. A dot near the lower bar will make all segments disappear. Dots in the middle of bars do nothing. When dots below the bars outnumber the dots above the bars then segments increase by the difference.,complex,Dots in the top half do nothing dots in the lower half add same number of segments,complex
2,279,decon,362625,29,female,they increase the velocity,complex,there doesnt seem to be a connecting factor,uncertain
2,280,combine,499448,40,male,I have no idea.,uncertain,The number of sticks reduces the length by the corresponding amount.,subtraction
2,281,decon,544427,31,male,The spots adds number of segments on the stick while the stripes subtracts the number of segments. ,complex,The dot determines the number of segments in the stick,uncertain
2,282,decon,526240,35,female,minimum two dots needed to have to sticks.,add_2,if more than one dot- then increases number of blocks,complex
2,283,combine,428776,24,male,The number of spots on the egg is multiplied by the number of segments in the stick. The result is the new length of the stick,mult,The number of spots on the egg is multiplied by the number of segments in the stick. The new length of the stick is this minus the number of lines on the egg.,ground_truth
2,284,construct,1343270,54,female,one spot causes no change. two spots adds two segments but if the spot is touching the side of the egg it has no effect.,add_2,Only the lines have value.Where there are two lines connected by a dot the line disappears. A line only touched by a dot - the segments stay the same but when the dots are directly on top of a line regardless of how many dots are on it the segments are increased by one.,complex
2,285,combine,339166,51,male,If there are more than one dot the stick gains 2 segments,add_2,The lines reduce the twig segments by 1 so I was completely wrong in my guesses earlier,subtraction
2,286,construct,744655,18,female,Odd amounts of eggs when touching the sticks increase to an odd number of sticks. Even no. of eggs increase to an even amount of sticks.,complex,the number of sticks within the egg affect the number of blocks remaining.,uncertain
2,287,construct,374760,20,female,the number of dots on the eggs is how much the number of blocks change by,complex,The number of blocks must be the same as the number of stripes in the magic egg,complex
2,288,construct,572314,35,female,The relationship is x*y where X is the number of eggs and y is the number of segments initially there. Test 1= 1x3=3 Test 2= 2x2=4 Test 3 3x1=3,mult,(x*y)-z where z must not be less than 1. x= dots y = segments z= lines.,ground_truth
2,289,construct,720405,56,male,With a  single dot the sticks stay the same.  With 2 dots the sticks double With 3 dots the sticks treble,mult,If a dot is on a line then it takes away one stick from the previous equation,subtraction
2,290,combine,549256,23,male,The first egg neither decrease nor increase the size of the stick. The second egg adds 2 segments to the sticks if the segments are even and the third egg adds 2 segments if the segments are odd. ,add_2,If there is a red line it means that the magic egg decreases the lenght of the stick by the amount of how many red lines are in the magic egg.,subtraction
2,291,construct,301321,34,female,2 dots equals two lengths added on.,add_2,I have no idea.,uncertain
2,292,decon,412631,36,male,stripes mean number of segments and dots mean longer or shorter segments,complex,the dots equal the number of segments,uncertain
